slug,latin_name,common_name,category,family,genus,observations_count
iberis-umbellata,Iberis umbellata,Garden Candytuft,plant,Brassicaceae,Iberis,1
ichneumoninae-indet,Ichneumoninae indet.,ichneumon wasp,other,"","",1
ichthyaetus-melanocephalus,Ichthyaetus melanocephalus,Mediterranean Gull,bird,Laridae,Ichthyaetus,1
idaea-straminata,Idaea straminata,Plain Wave,insect,Geometridae,Idaea,1
ilisia-maculata,Ilisia maculata,limoniid crane fly,insect,Limoniidae,Ilisia,1
inula-helenium,Inula helenium,Elecampane,plant,Asteraceae,Inula,1
inula-helenium-inula-racemosa,Inula helenium + Inula racemosa,elecampane,other,"","",1
jacobaea-spec,Jacobaea spec.,ragworts,plant,Asteraceae,Jacobaea,1
jacobaea-vulgaris-subsp-vulgaris,Jacobaea vulgaris subsp. vulgaris,common ragwort,plant,Asteraceae,Jacobaea,1
juncus-bufonius,Juncus bufonius,Toad Rush,plant,Juncaceae,Juncus,1
juncus-effusus,Juncus effusus,Soft-rush,plant,Juncaceae,Juncus,1
juncus-inflexus,Juncus inflexus,Hard Rush,plant,Juncaceae,Juncus,1
juncus-subnodulosus,Juncus subnodulosus,Blunt-flowered Rush,plant,Juncaceae,Juncus,1
juniperus-spec,Juniperus spec.,Juniper unknown,plant,Cupressaceae,Juniperus,1
knautia-macedonica,Knautia macedonica,Macedonian scabious,plant,Caprifoliaceae,Knautia,1
kniphofia-spec,Kniphofia spec.,Red hot pokers unknown,other,"","",1
lactuca-serriola-f-serriola,Lactuca serriola f. serriola,prickly lettuce,plant,Asteraceae,Lactuca,1
lamium-maculatum,Lamium maculatum,Spotted Dead-nettle,plant,Lamiaceae,Lamium,1
lamium-purpureum,Lamium purpureum,Red Dead-nettle,plant,Lamiaceae,Lamium,1
laridae-indet,Laridae indet.,Gull or Tern unknown,bird,Laridae,"",1
lauritrioza-alacris,Lauritrioza alacris,Bay Sucker,insect,Triozidae,Lauritrioza,1
leccinum-duriusculum,Leccinum duriusculum,Slate Bolete,fungus,Boletaceae,Leccinum,1
lecidella-elaeochroma,Lecidella elaeochroma,Gray-green disc lichen,lichen,Lecanoraceae,Lecidella,1
leiobunum-rotundum,Leiobunum rotundum,Rotundum Group,arachnid,Sclerosomatidae,Leiobunum,1
leiobunum-spec-a,Leiobunum spec. A,harvestman,arachnid,Sclerosomatidae,Leiobunum,1
lens-culinaris,Lens culinaris,Lentil,plant,Fabaceae,Vicia,1
lentinus-tigrinus,Lentinus tigrinus,Tiger Sawgill,fungus,Polyporaceae,Lentinus,1
leonurus-cardiaca,Leonurus cardiaca,Motherwort,plant,Lamiaceae,Leonurus,1
lepidium-latifolium,Lepidium latifolium,Dittander,plant,Brassicaceae,Lepidium,1
lepraria-incana,Lepraria incana,Dust lichen,lichen,Stereocaulaceae,Lepraria,1
lepthyphantes-minutus,Lepthyphantes minutus,Common Tree-weaver,arachnid,Linyphiidae,Lepthyphantes,1
leptoglossus-occidentalis,Leptoglossus occidentalis,Western Conifer Seed Bug,insect,Coreidae,Leptoglossus,1
leucaspius-delineatus,Leucaspius delineatus,White aspe,other,Cyprinidae,Leucaspius,1
leucoagaricus-leucothites,Leucoagaricus leucothites,White Dapperling,fungus,Agaricaceae,Leucoagaricus,1
leucospilapteryx-omissella,Leucospilapteryx omissella,Mugwort slender,insect,Gracillariidae,Leucospilapteryx,1
leycesteria-formosa,Leycesteria formosa,Himalayan Honeysuckle,plant,Caprifoliaceae,Leycesteria,1
libellula-depressa,Libellula depressa,Broad-bodied Chaser,insect,Libellulidae,Libellula,1
limnaecia-phragmitella,Limnaecia phragmitella,Shy Cosmet Moth,insect,Cosmopterigidae,Limnaecia,1
limnephilus-flavicornis,Limnephilus flavicornis,yellow-horned caddisfly,insect,Limnephilidae,Limnephilus,1
limnephilus-lunatus,Limnephilus lunatus,Cinnamon Sedge,insect,Limnephilidae,Limnephilus,1
limnephilus-spec,Limnephilus spec.,caddisfly,insect,Limnephilidae,Limnephilus,1
limosa-limosa,Limosa limosa,Black-tailed Godwit,bird,Scolopacidae,Limosa,1
lindenius-albilabris,Lindenius albilabris,white-lipped digger wasp,insect,Crabronidae,Lindenius,1
linum-catharticum,Linum catharticum,Fairy Flax,plant,Linaceae,Linum,1
linum-usitatissimum,Linum usitatissimum,Common Flax,plant,Linaceae,Linum,1
linyphia-hortensis,Linyphia hortensis,Garden Hammock Spider,arachnid,Linyphiidae,Linyphia,1
lipandra-polysperma,Lipandra polysperma,Many-seeded Goosefoot,plant,Amaranthaceae,Lipandra,1
liposthenes-glechomae,Liposthenes glechomae,Glechoma gall wasp,insect,Cynipidae,Liposthenes,1
liriomyza-strigata,Liriomyza strigata,leaf-miner fly,insect,Agromyzidae,Liriomyza,1
locustella-luscinioides,Locustella luscinioides,Savi's Warbler,bird,Locustellidae,Locustella,1
lonicera-periclymenum,Lonicera periclymenum,European honeysuckle,plant,Caprifoliaceae,Lonicera,1
lotus-spec,Lotus spec.,Bird's-foot-trefoil unknown,other,"","",1
lumbricidae-indet,Lumbricidae indet.,Earthworm unidentified,other,Lumbricidae,"",1
lunularia-cruciata,Lunularia cruciata,Crescent-cup Liverwort,plant,Lunulariaceae,Lunularia,1
luscinia-svecica,Luscinia svecica,Bluethroat,bird,Muscicapidae,Luscinia,1
lycaena-phlaeas,Lycaena phlaeas,Small Copper,insect,Lycaenidae,Lycaena,1
lygus-spec,Lygus spec.,Lygus Bugs,other,"","",1
lymnaea-stagnalis,Lymnaea stagnalis,Great Pond Snail,mollusc,Lymnaeidae,Lymnaea,1
macrochilo-cribrumalis,Macrochilo cribrumalis,Dotted Fan-foot,insect,Erebidae,Macrochilo,1
macropis-europaea,Macropis europaea,Yellow-Loosestrife Bee,insect,Melittidae,Macropis,1
macropsis-spec,Macropsis spec.,tree leafhoppers,other,"","",1
macrosteles-cristatus,Macrosteles cristatus,crested leafhopper,insect,Cicadellidae,Macrosteles,1
malachiinae-indet,Malachiinae indet.,Malachite Beetle unknown,other,"","",1
malachius-bipustulatus,Malachius bipustulatus,Common Malachite-beetle,insect,Melyridae,Malachius,1
malvaceae-indet,Malvaceae indet.,Mallow and Hibiscus Family,plant,Malvaceae,"",1
marchantia-polymorpha,Marchantia polymorpha,Common Liverwort,plant,Marchantiaceae,Marchantia,1
medicago-x-varia-m-falcata-x-m-sativa,Medicago x varia (M. falcata x M. sativa),Sand Lucerne,plant,Fabaceae,Medicago,1
megachile-versicolor,Megachile versicolor,Brown-footed Leafcutter Bee,insect,Megachilidae,Megachile,1
melanoleuca-verrucipes,Melanoleuca verrucipes,Warty Knight,fungus,Tricholomataceae,Melanoleuca,1
melanotus-spec,Melanotus spec.,Australasian Swamphen,other,"","",1
melica-transsilvanica,Melica transsilvanica,Transylvanian melick,plant,Poaceae,Melica,1
meligramma-triangulifera,Meligramma triangulifera,Triangle-spotted Roundtail,insect,Syrphidae,Meligramma,1
melilotus-officinalis,Melilotus officinalis,Ribbed Melilot,plant,Fabaceae,Melilotus,1
melissa-officinalis,Melissa officinalis,Balm,plant,Lamiaceae,Melissa,1
melolontha-melolontha,Melolontha melolontha,Cockchafer,insect,Scarabaeidae,Melolontha,1
mentha-x-rotundifolia-m-longifolia-x-m-suaveolens,Mentha x rotundifolia (M. longifolia x M. suaveolens),round-leaved mint,plant,Lamiaceae,Mentha,1
meromyza-spec,Meromyza spec.,grass flies,insect,Chloropidae,Meromyza,1
mespilus-germanica,Mespilus germanica,Medlar,plant,Rosaceae,Mespilus,1
metalampra-italica,Metalampra italica,Italian Bark Moth,insect,Oecophoridae,Borkhausenia,1
metasequoia-glyptostroboides,Metasequoia glyptostroboides,Dawn redwood,plant,Cupressaceae,Metasequoia,1
microchrysa-polita,Microchrysa polita,Black-horned Gem,insect,Stratiomyidae,Microchrysa,1
microgastrinae-indet,Microgastrinae indet.,microgastrine braconid wasps,other,"","",1
micropeza-corrigiolata,Micropeza corrigiolata,stilt-legged fly,insect,Micropezidae,Micropeza,1
mikiola-fagi,Mikiola fagi,Beech Gall Midge,insect,Cecidomyiidae,Mikiola,1
mintho-rufiventris,Mintho rufiventris,red-bellied tachinid fly,insect,Tachinidae,Mintho,1
miscanthus-spec,Miscanthus spec.,Silvergrass unknown,plant,Poaceae,Miscanthus,1
misopates-orontium,Misopates orontium,Lesser Snapdragon,plant,Plantaginaceae,Misopates,1
mnemiopsis-leidyi,Mnemiopsis leidyi,Warty comb jelly,other,Bolinopsidae,Mnemiopsis,1
mordellistena-spec,Mordellistena spec.,tumbling flower beetles,insect,Mordellidae,Mordellistena,1
morus-alba,Morus alba,White Mulberry,plant,Moraceae,Morus,1
musca-autumnalis,Musca autumnalis,Face Fly,insect,Muscidae,Musca,1
muscicapa-striata,Muscicapa striata,Spotted Flycatcher,bird,Muscicapidae,Muscicapa,1
mustelidae-indet,Mustelidae indet.,Mustelid unknown,mammal,Mustelidae,"",1
myiopsitta-monachus,Myiopsitta monachus,Monk Parakeet,bird,Psittacidae,Myiopsitta,1
myocastor-coypus,Myocastor coypus,Coypu,mammal,Myocastoridae,Myocastor,1
myosotis-sylvatica,Myosotis sylvatica,Wood Forget-me-not,plant,Boraginaceae,Myosotis,1
mythimna-pallens,Mythimna pallens,Common Wainscot,insect,Noctuidae,Mythimna,1
nabis-spec,Nabis spec.,damsel bugs,insect,Nabidae,Nabis,1
nemapogon-spec,Nemapogon spec.,fungus moths,insect,Tineidae,Nemapogon,1
nemesia-melissifolia,Nemesia melissifolia,nemesia,plant,Scrophulariaceae,Nemesia,1
neocrepidodera-spec,Neocrepidodera spec.,flea beetles,insect,Chrysomelidae,Neocrepidodera,1
neomochtherus-geniculatus,Neomochtherus geniculatus,robber fly,insect,Asilidae,Paritamus,1
nepeta-x-faassenii-n-nepetella-x-n-racemosa,Nepeta x faassenii (N. nepetella x N. racemosa),garden catmint,plant,Lamiaceae,Nepeta,1
nephrotoma-flavipalpis,Nephrotoma flavipalpis,crane fly,insect,Tipulidae,Nephrotoma,1
nephrotoma-guestfalica,Nephrotoma guestfalica,crane fly,insect,Tipulidae,Nephrotoma,1
nerium-oleander,Nerium oleander,Rose bay,plant,Apocynaceae,Nerium,1
nicandra-physalodes,Nicandra physalodes,Apple of Peru,plant,Solanaceae,Nicandra,1
nicotiana-alata,Nicotiana alata,Sweet Tobacco,plant,Solanaceae,Nicotiana,1
nicotiana-sylvestris,Nicotiana sylvestris,South American tobacco,plant,Solanaceae,Nicotiana,1
nomada-flava,Nomada flava,Flavous Nomad Bee,insect,Apidae,Nomada,1
nomada-fucata,Nomada fucata,Painted Nomad Bee,insect,Apidae,Nomada,1
norellisoma-spinimanum,Norellisoma spinimanum,Large Mantis Dung Fly,insect,Scathophagidae,Norellisoma,1
notiphila-spec,Notiphila spec.,shore flies,insect,Ephydridae,Notiphila,1
notonecta-spec,Notonecta spec.,Unidentified Backswimmer,insect,Notonectidae,Notonecta,1
notostira-elongata,Notostira elongata,elongated grass bug,insect,Miridae,Notostira,1
obrium-cantharinum,Obrium cantharinum,rare brown longhorn beetle,insect,Cerambycidae,Obrium,1
ochropleura-plecta,Ochropleura plecta,Flame Shoulder,insect,Noctuidae,Ochropleura,1
odiellus-spinosus,Odiellus spinosus,spiny harvestman,arachnid,Phalangiidae,Odiellus,1
odontomyia-tigrina,Odontomyia tigrina,Black Colonel,insect,Stratiomyidae,Odontomyia,1
oedemeridae-indet,Oedemeridae indet.,False Blister Beetles,insect,Oedemeridae,"",1
oenothera-deflexa,Oenothera deflexa,northern evening-primrose,plant,Onagraceae,Oenothera,1
oligia-latruncula,Oligia latruncula,Tawny Marbled Minor,insect,Noctuidae,Oligia,1
oncopsis-spec,Oncopsis spec.,birch leafhoppers,insect,Cicadellidae,Oncopsis,1
oncorhynchus-mykiss,Oncorhynchus mykiss,Rainbow Trout,other,Salmonidae,Oncorhynchus,1
onopordum-acanthium-agg,Onopordum acanthium agg.,Scotch Thistle,plant,Asteraceae,Onopordum,1
onopordum-x-beckianum-o-acanthium-x-o-illyricum,Onopordum x beckianum (O. acanthium x O. illyricum),hybrid cotton thistle,plant,Asteraceae,Onopordum,1
ophonus-rufibarbis,Ophonus rufibarbis,red-bearded ground beetle,insect,Carabidae,Ophonus,1
opiliones-indet,Opiliones indet.,Unidentified Harvestman,arachnid,"","",1
opomyza-germinationis-petrei,Opomyza germinationis/petrei,grass flies,insect,Opomyzidae,Opomyza,1
orchesella-villosa,Orchesella villosa,Shaggy Springtail,insect,Orchesellidae,Orchesella,1
orchestes-rusci,Orchestes rusci,flea weevil,insect,Curculionidae,Orchestes,1
orientus-ishidae,Orientus ishidae,Japanese Leafhopper,insect,Cicadellidae,Orientus,1
ornithogalum-umbellatum,Ornithogalum umbellatum,Garden Star-of-Bethlehem,plant,Asparagaceae,Ornithogalum,1
orobanche-purpurea,Orobanche purpurea,Yarrow Broomrape,plant,Orobanchaceae,"",1
orthonotus-rufifrons,Orthonotus rufifrons,Orthonotus plant bug,insect,Miridae,Orthonotus,1
orthops-basalis,Orthops basalis,Orthops plant bug,insect,Miridae,Orthops,1
orthotylus-marginalis,Orthotylus marginalis,Orthotylus plant bug,insect,Miridae,Orthotylus,1
ostrya-carpinifolia,Ostrya carpinifolia,Hop hornbeam,plant,Betulaceae,Ostrya,1
otiorhynchus-aurifer,Otiorhynchus aurifer,Golden vine weevil,insect,Curculionidae,Otiorhynchus,1
otiorhynchus-rugosostriatus,Otiorhynchus rugosostriatus,Rough strawberry root weevil,insect,Curculionidae,Otiorhynchus,1
otiorhynchus-spec,Otiorhynchus spec.,Vine weevil,insect,Curculionidae,Otiorhynchus,1
ourapteryx-sambucaria,Ourapteryx sambucaria,Swallow-tailed Moth,insect,Geometridae,Ourapteryx,1
oxalis-debilis,Oxalis debilis,Large-flowered Pink-sorrel,plant,Oxalidaceae,Oxalis,1
oxalis-stricta,Oxalis stricta,Upright Yellow-sorrel,plant,Oxalidaceae,Oxalis,1
oxalis-tetraphylla,Oxalis tetraphylla,Iron Cross,plant,Oxalidaceae,Oxalis,1
oxybasis-glauca,Oxybasis glauca,Oak-leaved Goosefoot,plant,Amaranthaceae,Oxybasis,1
oxybasis-rubra,Oxybasis rubra,Red Goosefoot,plant,Amaranthaceae,Oxybasis,1
oxybelus-uniglumis,Oxybelus uniglumis,Spine-tailed digger wasp,insect,Crabronidae,Oxybelus,1
oxychilus-draparnaudi,Oxychilus draparnaudi,Draparnaud's Glass Snail,mollusc,Oxychilidae,Oxychilus,1
oxythyrea-funesta,Oxythyrea funesta,White Spotted Rose Chafer beetle,insect,Scarabaeidae,Oxythyrea,1
pachygaster-leachii,Pachygaster leachii,Yellow-legged Black,insect,Stratiomyidae,Pachygaster,1
pacifastacus-leniusculus,Pacifastacus leniusculus,Signal crayfish,insect,Astacidae,Pacifastacus,1
pammene-fasciana,Pammene fasciana,Acorn Piercer,insect,Tortricidae,Pammene,1
pammene-regiana,Pammene regiana,Regal Piercer,insect,Tortricidae,Pammene,1
pamphilius-inanitus,Pamphilius inanitus,Belted Rose Spinner,insect,Pamphiliidae,Pamphilius,1
pandemis-cerasana,Pandemis cerasana,Barred Fruit-tree Tortrix,insect,Tortricidae,Pandemis,1
panicum-miliaceum,Panicum miliaceum,Common Millet,plant,Poaceae,Panicum,1
panimerus-spec,Panimerus spec.,Moth fly,insect,Psychodidae,Panimerus,1
papaver-rhoeas-cultivar,Papaver rhoeas (cultivar),Common poppy (cultivar),plant,Papaveraceae,Papaver,1
papaver-setiferum,Papaver setiferum,Oriental Poppy,plant,Papaveraceae,Papaver,1
parachronistis-albiceps,Parachronistis albiceps,White-headed twitch moth,insect,Gelechiidae,Parachronistis,1
paracorymbia-fulva,Paracorymbia fulva,tawny longhorn beetle,insect,Cerambycidae,Paracorymbia,1
paralaoma-servilis,Paralaoma servilis,Pinhead spot,mollusc,Punctidae,Paralaoma,1
parentucellia-viscosa,Parentucellia viscosa,Yellow Bartsia,plant,Orobanchaceae,Bellardia,1
parhelophilus-spec,Parhelophilus spec.,Bog Flies,insect,Syrphidae,Parhelophilus,1
pasiphila-debiliata,Pasiphila debiliata,Bilberry Pug,insect,Geometridae,Pasiphila,1
passaloecus-corniger,Passaloecus corniger,Aphid-hunting wasp,insect,Crabronidae,Passaloecus,1
passaloecus-spec,Passaloecus spec.,Picket-boring Aphid Wasps,insect,Crabronidae,Passaloecus,1
pechipogo-plumigeralis,Pechipogo plumigeralis,Plumed Fan-foot,insect,Erebidae,Pechipogo,1
pediasia-contaminella,Pediasia contaminella,Waste Grass-veneer,insect,Crambidae,Pediasia,1
pediopsis-tiliae,Pediopsis tiliae,lime leafhopper,insect,Cicadellidae,Pediopsis,1
pelophylax-kl-esculentus,Pelophylax kl. esculentus,Edible Frog,amphibian,Ranidae,Pelophylax,1
pelosia-obtusa,Pelosia obtusa,Small Dotted Footman,insect,Erebidae,Pelosia,1
peribalus-strictus,Peribalus strictus,Vernal Shieldbug,insect,Pentatomidae,Holcostethus,1
peribatodes-secundaria,Peribatodes secundaria,Feathered Beauty,insect,Geometridae,Peribatodes,1
periclista-spec,Periclista spec.,Oak sawfly,insect,Tenthredinidae,Periclista,1
peripsychoda-auriculata,Peripsychoda auriculata,Moth fly,insect,Psychodidae,Peripsychoda,1
peripsychoda-spec,Peripsychoda spec.,Moth fly,insect,Psychodidae,Peripsychoda,1
perizoma-alchemillata,Perizoma alchemillata,Small Rivulet,insect,Geometridae,Perizoma,1
perizoma-flavofasciata,Perizoma flavofasciata,Sandy Carpet,insect,Geometridae,Perizoma,1
perovskia-abrotanoides,Perovskia abrotanoides,Clouding Sage,plant,Lamiaceae,Salvia,1
perovskia-abrotanoides-x-perovskia-atriplicifolia,Perovskia abrotanoides x Perovskia atriplicifolia,Russian sage hybrid,plant,Lamiaceae,Salvia,1
perovskia-spec,Perovskia spec.,Perovskia unknown,plant,Lamiaceae,Salvia,1
persicaria-amphibia,Persicaria amphibia,Amphibious Bistort,plant,Polygonaceae,Persicaria,1
persicaria-lapathifolia,Persicaria lapathifolia,Pale Persicaria,plant,Polygonaceae,Persicaria,1
petrorhagia-saxifraga,Petrorhagia saxifraga,Tunicflower,plant,Caryophyllaceae,Petrorhagia,1
petunia-x-punctata-p-axillaris-x-p-integrifolia,Petunia x punctata (P. axillaris x P. integrifolia),Petunia,plant,Solanaceae,Petunia,1
phania-funesta,Phania funesta,Phania tachinid fly,insect,Tachinidae,Phania,1
philereme-transversata,Philereme transversata,Dark Umber,insect,Geometridae,Philereme,1
philonicus-albiceps,Philonicus albiceps,Dune robberfly,insect,Asilidae,Philonicus,1
philopedon-plagiatum,Philopedon plagiatum,Marram Weevil,insect,Curculionidae,Philopedon,1
phoridae-indet,Phoridae indet.,Humpbacked Flies,other,"","",1
photedes-minima,Photedes minima,Small Dotted Buff,insect,Noctuidae,Photedes,1
phragmataecia-castaneae,Phragmataecia castaneae,Reed Leopard,insect,Cossidae,Phragmataecia,1
phycita-roborella,Phycita roborella,Dotted Oak Knot-horn,insect,Pyralidae,Phycita,1
phyllocnistis-xenia,Phyllocnistis xenia,Kent bent-wing,insect,Gracillariidae,Phyllocnistis,1
phyllocoptes-eupadi,Phyllocoptes eupadi,Cherry gall mite,arachnid,Eriophyidae,Phyllocoptes,1
phyllonorycter-comparella,Phyllonorycter comparella,Winter poplar midget,insect,Gracillariidae,Phyllonorycter,1
phyllonorycter-lautella,Phyllonorycter lautella,Fiery oak midget,insect,Gracillariidae,Phyllonorycter,1
phyllonorycter-muelleriella,Phyllonorycter muelleriella,Western Midget,insect,Gracillariidae,Phyllonorycter,1
phyllonorycter-platani,Phyllonorycter platani,London midget,insect,Gracillariidae,Phyllonorycter,1
phyllosticta-cruenta,Phyllosticta cruenta,Lily leaf spot fungus,other,"","",1
physcia-caesia,Physcia caesia,Blue-gray rosette lichen,lichen,Physciaceae,Physcia,1
physella-acuta,Physella acuta,Acute Bladder Snail,mollusc,Physidae,Physella,1
phytocoris-varipes,Phytocoris varipes,long-legged plant bug,insect,Miridae,Phytocoris,1
phytomyza-aquilegiae,Phytomyza aquilegiae,Columbine leaf miner,insect,Agromyzidae,Phytomyza,1
phytomyza-lappae,Phytomyza lappae,Burdock leaf miner,insect,Agromyzidae,Phytomyza,1
phytomyza-spondylii-pastinacae,Phytomyza spondylii + pastinacae,Hogweed and parsnip leaf miner,other,"","",1
phytoptus-abnormis,Phytoptus abnormis,Phytoptus eriophyid mite,arachnid,Phytoptidae,Phytoptus,1
pieris-rapae-napi,Pieris rapae/napi,Small White,insect,Pieridae,Pieris,1
pimpinella-major,Pimpinella major,Greater Burnet-saxifrage,plant,Apiaceae,Pimpinella,1
pimpla-rufipes,Pimpla rufipes,Black Slip Wasp,insect,Ichneumonidae,Pimpla,1
piniphila-bifasciana,Piniphila bifasciana,Pine Marble,insect,Tortricidae,Piniphila,1
pipunculidae-indet,Pipunculidae indet.,Big-headed Flies,insect,Pipunculidae,"",1
piratula-latitans,Piratula latitans,Pirate wolf spider,arachnid,Lycosidae,Piratula,1
pithanus-maerkelii,Pithanus maerkelii,Pithanus plant bug,insect,Miridae,Pithanus,1
plagiosterna-aenea,Plagiosterna aenea,Metallic leaf beetle,insect,Chrysomelidae,Plagiosterna,1
plantago-coronopus,Plantago coronopus,Buck's-horn Plantain,plant,Plantaginaceae,Plantago,1
platanus-x-hispanica-p-occidentalis-x-p-orientalis,Platanus x hispanica (P. occidentalis x P. orientalis),London Plane,plant,Platanaceae,Platanus,1
platyptilia-gonodactyla,Platyptilia gonodactyla,Triangle Plume Moth,insect,Pterophoridae,Platyptilia,1
plectosphaerella-alismatis,Plectosphaerella alismatis,Water-plantain wilt fungus,fungus,Plectosphaerellaceae,Plectosphaerella,1
pneumia-nubila-trivialis,Pneumia nubila/trivialis,moth fly,insect,Psychodidae,Pneumia,1
poaceae-indet,Poaceae indet.,Grass family unknown,plant,Poaceae,"",1
polyommatus-icarus,Polyommatus icarus,Common Blue,insect,Lycaenidae,Polyommatus,1
polypodium-interjectum-polypodium-vulgare,Polypodium interjectum + Polypodium vulgare,Manton's Polypody,other,"","",1
polypodium-spec,Polypodium spec.,Polypody unknown,other,"","",1
polyxenus-lagurus,Polyxenus lagurus,Bristly Millipede,insect,Polyxenidae,Polyxenus,1
pompilus-cinereus,Pompilus cinereus,grey spider wasp,insect,Pompilidae,Pompilus,1
populus-nigra-italica,Populus nigra 'Italica',Lombardy Poplar,plant,Salicaceae,Populus,1
populus-spec,Populus spec.,Cottonwood unknown,plant,Salicaceae,Populus,1
porcellio-spinicornis,Porcellio spinicornis,Painted woodlouse,insect,Porcellionidae,Porcellio,1
potentilla-norvegica,Potentilla norvegica,Ternate leaved Cinquefoil,plant,Rosaceae,Potentilla,1
pristiphora-pallidiventris,Pristiphora pallidiventris,Yellow-bellied Sawyer,insect,Tenthredinidae,Pristiphora,1
proteroiulus-fuscus,Proteroiulus fuscus,Ochre Snake Millipede,insect,Blaniulidae,Proteroiulus,1
protomyces-macrosporus,Protomyces macrosporus,large-spored leaf blister fungus,fungus,Taphrinaceae,Protomyces,1
prunus-spinosa,Prunus spinosa,Blackthorn,plant,Rosaceae,Prunus,1
pseudofumaria-lutea,Pseudofumaria lutea,Yellow Corydalis,plant,Papaveraceae,Pseudofumaria,1
pseudoips-prasinana,Pseudoips prasinana,Green Silver-lines,insect,Nolidae,Pseudoips,1
psittacula,Psittacula,Old World Parakeets,bird,Psittacidae,Psittacula,1
psyllopsis-spec,Psyllopsis spec.,ash psyllid,insect,Liviidae,Psyllopsis,1
pterostichus-niger,Pterostichus niger,Great Blackclock,insect,Carabidae,Pterostichus,1
pterostichus-spec,Pterostichus spec.,Blackclock Ground Beetles,insect,Carabidae,Pterostichus,1
pterostoma-palpina,Pterostoma palpina,Pale Prominent,insect,Notodontidae,Pterostoma,1
ptilodon-capucina,Ptilodon capucina,Coxcomb Prominent,insect,Notodontidae,Ptilodon,1
puccinia-aegopodii,Puccinia aegopodii,ground elder rust,fungus,Pucciniaceae,Puccinia,1
puccinia-allii,Puccinia allii,leek rust,fungus,Pucciniaceae,Puccinia,1
pyrus-communis,Pyrus communis,Wild Pear,plant,Rosaceae,Pyrus,1
quercus-ilex,Quercus ilex,Evergreen Oak,plant,Fagaceae,Quercus,1
rabdophaga-rosaria,Rabdophaga rosaria,Willow Rose Gall Midge,insect,Cecidomyiidae,Rabdophaga,1
rallus-aquaticus,Rallus aquaticus,Water Rail,bird,Rallidae,Rallus,1
ramalina-farinacea,Ramalina farinacea,Dotted bush lichen,lichen,Ramalinaceae,Ramalina,1
ranunculus-lanuginosus,Ranunculus lanuginosus,Woolly Buttercup,plant,Ranunculaceae,Ranunculus,1
raphanus-spec,Raphanus spec.,Radish unknown,plant,Brassicaceae,Raphanus,1
reseda-luteola,Reseda luteola,Weld,plant,Resedaceae,Reseda,1
rhadinoceraea-micans,Rhadinoceraea micans,Iris Sawfly,insect,Tenthredinidae,Rhadinoceraea,1
rhagoletis-alternata,Rhagoletis alternata,Rose Hip Fly,insect,Tephritidae,Rhagoletis,1
rhantus-suturalis,Rhantus suturalis,Cosmopolitan Diving Beetle,insect,Dytiscidae,Rhantus,1
rhaphium-spec,Rhaphium spec.,long-legged fly,other,"","",1
rhembobius-perscrutator,Rhembobius perscrutator,ichneumon wasp,insect,Ichneumonidae,Rhembobius,1
rhogogaster-viridis-s-l,Rhogogaster viridis s.l.,green sawfly,insect,Tenthredinidae,Rhogogaster,1
rhopalus-subrufus,Rhopalus subrufus,hypericum rhopalid,insect,Rhopalidae,Rhopalus,1
rissoa-membranacea,Rissoa membranacea,Larger Spire-shell,mollusc,Rissoidae,Rissoa,1
rosa-arvensis,Rosa arvensis,Field-rose,plant,Rosaceae,Rosa,1
rosa-rugosa,Rosa rugosa,Japanese Rose,plant,Rosaceae,Rosa,1
rosa-spec,Rosa spec.,Rose sp. unknown,plant,Rosaceae,Rosa,1
rosmarinus-officinalis,Rosmarinus officinalis,Rosemary,plant,Lamiaceae,Salvia,1
rubus-odoratus,Rubus odoratus,Purple flowering Raspberry,plant,Rosaceae,Rubus,1
rumex-acetosa,Rumex acetosa,Common Sorrel,plant,Polygonaceae,Rumex,1
salix-cinerea,Salix cinerea,Grey Willow s.l.,plant,Salicaceae,Salix,1
salvia-argentea,Salvia argentea,Silver sage,plant,Lamiaceae,Salvia,1
salvia-viridis,Salvia viridis,Annual Clary,plant,Lamiaceae,Salvia,1
sambucus-nigra-laciniata,Sambucus nigra 'Laciniata',Cut-leaved Elder,plant,Viburnaceae,Sambucus,1
santolina-chamaecyparissus,Santolina chamaecyparissus,Lavender-cotton,plant,Asteraceae,Santolina,1
sarcophagidae-indet,Sarcophagidae indet.,Flesh Flies and Satellite Flies,insect,Sarcophagidae,"",1
sawadaea-bicornis,Sawadaea bicornis,maple powdery mildew,fungus,Erysiphaceae,Sawadaea,1
scabiosa-columbaria,Scabiosa columbaria,Small Scabious,plant,Caprifoliaceae,Scabiosa,1
sciapus-platypterus,Sciapus platypterus,flat-winged long-legged fly,insect,Dolichopodidae,Sciapus,1
sciota-rhenella,Sciota rhenella,birch pyralid moth,insect,Pyralidae,Sciota,1
scoliopteryx-libatrix,Scoliopteryx libatrix,Herald,insect,Erebidae,Scoliopteryx,1
scolopostethus-decoratus,Scolopostethus decoratus,decorated groundbug,insect,Rhyparochromidae,Scolopostethus,1
scoparia-basistrigalis-ambigualis,Scoparia basistrigalis/ambigualis,Base-lined Grey,insect,Crambidae,Scoparia,1
scraptiidae-indet,Scraptiidae indet.,False Flower Beetles,insect,Scraptiidae,"",1
scrophularia-auriculata,Scrophularia auriculata,Water Figwort,plant,Scrophulariaceae,Scrophularia,1
scrophularia-umbrosa,Scrophularia umbrosa,Green Figwort,plant,Scrophulariaceae,Scrophularia,1
