slug,latin_name,query_name,rank,kingdom,phylum,class_name,order_name,family,genus,species,scientific_name,match_type,confidence
echium-plantagineum,Echium plantagineum,Echium plantagineum,species,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Echium,plantagineum,Echium plantagineum L.,EXACT,97
ectemnius-cavifrons,Ectemnius cavifrons,Ectemnius cavifrons,species,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Ectemnius,cavifrons,"Ectemnius cavifrons (Thomson, 1870)",EXACT,99
ectopsocus-petersi,Ectopsocus petersi,Ectopsocus petersi,species,Animalia,Arthropoda,Insecta,Psocodea,Ectopsocidae,Ectopsocus,petersi,"Ectopsocus petersi Smithers, 1978",EXACT,99
edwardsiana-geometrica,Edwardsiana geometrica,Edwardsiana geometrica,species,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Edwardsiana,geometrica,"Edwardsiana geometrica (Schrank, 1801)",EXACT,99
elachista-canapennella,Elachista canapennella,Elachista canapennella,species,Animalia,Arthropoda,Insecta,Lepidoptera,Elachistidae,Elachista,canapennella,"Elachista canapennella (Hübner, 1813)",EXACT,99
elasmucha-grisea,Elasmucha grisea,Elasmucha grisea,species,Animalia,Arthropoda,Insecta,Hemiptera,Acanthosomatidae,Elasmucha,grisea,"Elasmucha grisea (Linnaeus, 1758)",EXACT,99
empis-livida,Empis livida,Empis livida,species,Animalia,Arthropoda,Insecta,Diptera,Empididae,Empis,livida,"Empis livida Linnaeus, 1758",EXACT,99
endrosis-sarcitrella,Endrosis sarcitrella,Endrosis sarcitrella,species,Animalia,Arthropoda,Insecta,Lepidoptera,Oecophoridae,Endrosis,sarcitrella,"Endrosis sarcitrella Linnaeus, 1758",EXACT,99
enicospilus-ramidulus,Enicospilus ramidulus,Enicospilus ramidulus,species,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Enicospilus,ramidulus,"Enicospilus ramidulus (Linnaeus, 1758)",EXACT,99
epilobium,Epilobium,Epilobium,genus,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,,Epilobium L.,EXACT,94
epilobium-parviflorum,Epilobium parviflorum,Epilobium parviflorum,species,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,parviflorum,Epilobium parviflorum Schreb.,EXACT,97
eriophyes-laevis,Eriophyes laevis,Eriophyes laevis,species,Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Eriophyes,laevis,"Eriophyes laevis (Nalepa, 1889)",EXACT,99
eristalis-similis,Eristalis similis,Eristalis similis,species,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Eristalis,pertinax,"Eristalis similis (Fallén, 1817)",EXACT,98
eryngium-bourgatii,Eryngium bourgatii,Eryngium bourgatii,species,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium,bourgatii,Eryngium bourgatii Gouan,EXACT,97
eryngium-planum,Eryngium planum,Eryngium planum,species,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium,planum,Eryngium planum L.,EXACT,97
erythromma-najas,Erythromma najas,Erythromma najas,species,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Erythromma,najas,"Erythromma najas (Hansemann, 1823)",EXACT,99
eucosma-campoliliana,Eucosma campoliliana,Eucosma campoliliana,species,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eucosma,campoliliana,"Eucosma campoliliana (Denis & Schiffermüller) , 1775",EXACT,99
eulithis-prunata,Eulithis prunata,Eulithis prunata,species,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eulithis,prunata,"Eulithis prunata (Linnaeus, 1758)",EXACT,99
euonymus-europaeus,Euonymus europaeus,Euonymus europaeus,species,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Euonymus,europaeus,Euonymus europaeus L.,EXACT,99
eupeodes,Eupeodes,Eupeodes,genus,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,,"Eupeodes Osten-Sacken, 1877",EXACT,94
eupithecia-haworthiata,Eupithecia haworthiata,Eupithecia haworthiata,species,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,haworthiata,"Eupithecia haworthiata Doubleday, 1856",EXACT,99
eupithecia-spec,Eupithecia spec.,Eupithecia spec.,genus,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,,"Eupithecia Curtis, 1825",HIGHERRANK,92
eupithecia-tantillaria,Eupithecia tantillaria,Eupithecia tantillaria,species,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,tantillaria,"Eupithecia tantillaria Boisduval, 1840",EXACT,99
euthrix-potatoria,Euthrix potatoria,Euthrix potatoria,species,Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Euthrix,potatoria,"Euthrix potatoria (Linnaeus, 1758)",EXACT,99
eutonia-barbipes,Eutonia barbipes,Eutonia barbipes,species,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Eutonia,barbipes,"Eutonia barbipes (Meigen, 1804)",EXACT,99
falco-subbuteo,Falco subbuteo,Falco subbuteo,species,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,subbuteo,"Falco subbuteo Linnaeus, 1758",EXACT,99
ficus-carica,Ficus carica,Ficus carica,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,carica,Ficus carica L.,EXACT,99
filipendula-ulmaria,Filipendula ulmaria,Filipendula ulmaria,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Filipendula,ulmaria,Filipendula ulmaria (L.) Maxim.,EXACT,98
flavoparmelia-soredians,Flavoparmelia soredians,Flavoparmelia soredians,species,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Flavoparmelia,soredians,Flavoparmelia soredians (Nyl.) Hale,EXACT,99
fomoria-septembrella,Fomoria septembrella,Fomoria septembrella,species,Animalia,Arthropoda,Insecta,Lepidoptera,Nepticulidae,Fomoria,septembrella,"Fomoria septembrella (Stainton, 1849) Beirne, 1945",EXACT,97
fuchsia-magellanica,Fuchsia magellanica,Fuchsia magellanica,species,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Fuchsia,magellanica,Fuchsia magellanica Lam.,EXACT,99
fulica-atra-atra,Fulica atra atra,Fulica atra atra,subspecies,Animalia,Chordata,Aves,Gruiformes,Rallidae,Fulica,atra,"Fulica atra atra Linnaeus, 1758",EXACT,98
gammarus-tigrinus,Gammarus tigrinus,Gammarus tigrinus,species,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,tigrinus,"Gammarus tigrinus Sexton, 1939",EXACT,99
ganoderma-lipsiense,Ganoderma lipsiense,Ganoderma lipsiense,species,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Polyporus,lipsiensis,Ganoderma lipsiense (Batsch) G.F.Atk.,EXACT,98
gastrolepta-anthracina,Gastrolepta anthracina,Gastrolepta anthracina,species,Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Gastrolepta,anthracina,"Gastrolepta anthracina (Meigen, 1826)",EXACT,99
gastrophysa-viridula,Gastrophysa viridula,Gastrophysa viridula,species,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Gastrophysa,viridula,"Gastrophysa viridula (De Geer, 1775)",EXACT,99
geranium,Geranium,Geranium,genus,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,,Geranium Tourn. ex L.,EXACT,94
geranium-nodosum,Geranium nodosum,Geranium nodosum,species,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,nodosum,Geranium nodosum L.,EXACT,99
glyphotaelius-pellucidus,Glyphotaelius pellucidus,Glyphotaelius pellucidus,species,Animalia,Arthropoda,Insecta,Trichoptera,Limnephilidae,Glyphotaelius,pellucidus,"Glyphotaelius pellucidus (Retzius, 1783)",EXACT,99
graphocephala-fennahi,Graphocephala fennahi,Graphocephala fennahi,species,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Graphocephala,fennahi,"Graphocephala fennahi Young, 1977",EXACT,99
grapholita-janthinana,Grapholita janthinana,Grapholita janthinana,species,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Grapholita,janthinana,"Grapholita janthinana (Duponchel, 1835)",EXACT,99
gymnochiromyia,Gymnochiromyia,Gymnochiromyia,genus,Animalia,Arthropoda,Insecta,Diptera,Chyromyidae,Gymnochiromyia,,"Gymnochiromyia Hendel, 1933",EXACT,94
hadena-compta,Hadena compta,Hadena compta,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Hadena,compta,"Hadena compta (Denis & Schiffermüller) , 1775",EXACT,99
halyomorpha-halys,Halyomorpha halys,Halyomorpha halys,species,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Halyomorpha,halys,"Halyomorpha halys (Stål, 1855)",EXACT,99
harmonia-quadripunctata,Harmonia quadripunctata,Harmonia quadripunctata,species,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia,quadripunctata,"Harmonia quadripunctata (Pontoppidan, 1763)",EXACT,99
harpella-forficella,Harpella forficella,Harpella forficella,species,Animalia,Arthropoda,Insecta,Lepidoptera,Oecophoridae,Harpella,forficella,"Harpella forficella (Scopoli, 1763)",EXACT,99
helix-pomatia,Helix pomatia,Helix pomatia,species,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Helix,pomatia,"Helix pomatia Linnaeus, 1758",EXACT,99
hepialus-humuli,Hepialus humuli,Hepialus humuli,species,Animalia,Arthropoda,Insecta,Lepidoptera,Hepialidae,Hepialus,humuli,"Hepialus humuli (Linnaeus, 1758)",EXACT,99
hercostomus-nigriplantis,Hercostomus nigriplantis,Hercostomus nigriplantis,species,Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Hercostomus,nigriplantis,"Hercostomus nigriplantis (Stannius, 1831)",EXACT,99
herniaria-glabra,Herniaria glabra,Herniaria glabra,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Herniaria,glabra,Herniaria glabra L.,EXACT,99
hippolais-icterina,Hippolais icterina,Hippolais icterina,species,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Hippolais,icterina,"Hippolais icterina (Vieillot, 1817)",EXACT,99
hoplitis-leucomelana,Hoplitis leucomelana,Hoplitis leucomelana,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Hoplitis,leucomelana,"Hoplitis leucomelana (Kirby, 1802)",EXACT,99
hosta,Hosta,Hosta,phylum,Plantae,Tracheophyta,,,,,,Tracheophyta,HIGHERRANK,92
hypericum-androsaemum-hypericum-hircinum-hypericum-x-inodorum,Hypericum androsaemum + Hypericum hircinum + Hypericum x inodorum,,compound,,,,,,,,,,
hypericum-spec,Hypericum spec.,Hypericum spec.,genus,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,,Hypericum L.,HIGHERRANK,92
hypolimnas-bolina,Hypolimnas bolina,Hypolimnas bolina,species,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hypolimnas,bolina,"Hypolimnas bolina (Linnaeus, 1758)",EXACT,99
iassus-lanio,Iassus lanio,Iassus lanio,species,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Iassus,lanio,"Iassus lanio (Linnaeus, 1761)",EXACT,99
iassus-scutellaris,Iassus scutellaris,Iassus scutellaris,species,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Iassus,scutellaris,"Iassus scutellaris (Fieber, 1868)",EXACT,99
icius-spec,Icius spec.,Icius spec.,genus,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Icius,,"Icius Simon, 1876",HIGHERRANK,94
idaea-subsericeata,Idaea subsericeata,Idaea subsericeata,species,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Idaea,subsericeata,"Idaea subsericeata (Haworth, 1809)",EXACT,99
ilex-aquifolium,Ilex aquifolium,Ilex aquifolium,species,Plantae,Tracheophyta,Magnoliopsida,Aquifoliales,Aquifoliaceae,Ilex,aquifolium,Ilex aquifolium L.,EXACT,97
ipimorpha-subtusa,Ipimorpha subtusa,Ipimorpha subtusa,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Ipimorpha,subtusa,"Ipimorpha subtusa (Denis & Schiffermüller) , 1775",EXACT,99
isatis-tinctoria,Isatis tinctoria,Isatis tinctoria,species,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Isatis,tinctoria,Isatis tinctoria L.,EXACT,99
juncus-compressus,Juncus compressus,Juncus compressus,species,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,compressus,Juncus compressus Jacq.,EXACT,97
kalama-tricornis,Kalama tricornis,Kalama tricornis,species,Animalia,Arthropoda,Insecta,Hemiptera,Tingidae,Dictyonota,tricornis,"Kalama tricornis (Schrank, 1801)",EXACT,98
laetiporus-sulphureus,Laetiporus sulphureus,Laetiporus sulphureus,species,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Laetiporaceae,Laetiporus,sulphureus,Laetiporus sulphureus (Bull.) Murrill,EXACT,97
lagurus-ovatus,Lagurus ovatus,Lagurus ovatus,species,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Lagurus,ovatus,Lagurus ovatus L.,EXACT,99
lamiastrum-galeobdolon-subsp-argentatum,Lamiastrum galeobdolon subsp. argentatum,Lamiastrum galeobdolon subsp. argentatum,subspecies,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,galeobdolon,Lamiastrum galeobdolon subsp. argentatum (Smejkal) Stace,EXACT,98
lamium-album,Lamium album,Lamium album,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,album,Lamium album L.,EXACT,97
larus,Larus,Larus,genus,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,,"Larus Linnaeus, 1758",HIGHERRANK,92
lathyrus-latifolius,Lathyrus latifolius,Lathyrus latifolius,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,latifolius,Lathyrus latifolius L.,EXACT,98
lathyrus-nissolia,Lathyrus nissolia,Lathyrus nissolia,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,nissolia,Lathyrus nissolia L.,EXACT,99
lathyrus-pratensis,Lathyrus pratensis,Lathyrus pratensis,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,pratensis,Lathyrus pratensis L.,EXACT,99
leccinum-scabrum-sl-incl-cyaneobasileucum-melaneum-schistophilum-variicolor,"Leccinum scabrum sl, incl. cyaneobasileucum, melaneum, schistophilum, variicolor","Leccinum scabrum sl, incl. cyaneobasileucum, melaneum, schistophilum, variicolor",genus,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,,"Leccinum Gray, 1821",HIGHERRANK,94
lepidium-densiflorum,Lepidium densiflorum,Lepidium densiflorum,species,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,densiflorum,Lepidium densiflorum Schrad.,EXACT,99
lepidium-virginicum,Lepidium virginicum,Lepidium virginicum,species,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,virginicum,Lepidium virginicum L.,EXACT,98
leucoma-salicis,Leucoma salicis,Leucoma salicis,species,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Leucoma,salicis,"Leucoma salicis Linnaeus, 1758",EXACT,99
ligustrum-ovalifolium,Ligustrum ovalifolium,Ligustrum ovalifolium,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Ligustrum,ovalifolium,Ligustrum ovalifolium Hassk.,EXACT,97
ligustrum-vulgare,Ligustrum vulgare,Ligustrum vulgare,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Ligustrum,vulgare,Ligustrum vulgare L.,EXACT,98
linaria-cannabina,Linaria cannabina,Linaria cannabina,species,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Linaria,cannabina,"Linaria cannabina (Linnaeus, 1758)",EXACT,99
linaria-purpurea,Linaria purpurea,Linaria purpurea,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Linaria,purpurea,Linaria purpurea (L.) Mill.,EXACT,99
lindneromyia-dorsalis,Lindneromyia dorsalis,Lindneromyia dorsalis,species,Animalia,Arthropoda,Insecta,Diptera,Platypezidae,Lindneromyia,dorsalis,"Lindneromyia dorsalis (Meigen, 1804)",EXACT,99
liophloeus-tessulatus,Liophloeus tessulatus,Liophloeus tessulatus,species,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Liophloeus,tessulatus,"Liophloeus tessulatus (O.F.Müller, 1776)",EXACT,99
lithobius-spec,Lithobius spec.,Lithobius spec.,genus,Animalia,Arthropoda,Chilopoda,Lithobiomorpha,Lithobiidae,Lithobius,,"Lithobius Leach, 1814",HIGHERRANK,92
lonchaeidae-indet,Lonchaeidae indet.,Lonchaeidae indet.,family,Animalia,Arthropoda,Insecta,Diptera,Lonchaeidae,,,Lonchaeidae,HIGHERRANK,94
lozotaeniodes-formosana,Lozotaeniodes formosana,Lozotaeniodes formosana,species,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Lozotaeniodes,formosana,"Lozotaeniodes formosana (Frölich, 1830)",EXACT,99
lygocoris-pabulinus,Lygocoris pabulinus,Lygocoris pabulinus,species,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Lygocoris,pabulinus,"Lygocoris pabulinus (Linnaeus, 1761)",EXACT,99
macrocentrus-spec,Macrocentrus spec.,Macrocentrus spec.,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Macrocentrus,,"Macrocentrus Curtis, 1833",HIGHERRANK,94
macrophya-montana,Macrophya montana,Macrophya montana,species,Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Macrophya,montana,"Macrophya montana (Scopoli, 1763)",EXACT,99
macrosiphum-rosae,Macrosiphum rosae,Macrosiphum rosae,species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Macrosiphum,rosae,"Macrosiphum rosae (Linnaeus, 1758)",EXACT,99
malus-x-domestica,Malus x domestica,Malus x domestica,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Malus,domestica,Malus domestica (Suckow) Borkh.,EXACT,98
mammalia-indet,Mammalia indet.,Mammalia indet.,class,Animalia,Chordata,Mammalia,,,,,Mammalia,HIGHERRANK,94
meconema,Meconema,Meconema,genus,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Meconema,,"Meconema Serville, 1831",HIGHERRANK,92
megaloceroea-recticornis,Megaloceroea recticornis,Megaloceroea recticornis,species,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Megaloceroea,recticornis,"Megaloceroea recticornis (Geoffroy, 1785)",EXACT,99
megalocoleus-molliculus,Megalocoleus molliculus,Megalocoleus molliculus,species,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Megalocoleus,molliculus,"Megalocoleus molliculus (Fallen, 1807)",EXACT,99
melaleuca,Melaleuca,,unmatched,,,,,,,,,,
melaleuca-citrina,Melaleuca citrina,Melaleuca citrina,family,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,,,Myrtaceae,HIGHERRANK,97
melanomya-nana,Melanomya nana,Melanomya nana,species,Animalia,Arthropoda,Insecta,Diptera,Calliphoridae,Melanomya,nana,"Melanomya nana (Meigen, 1826)",EXACT,99
microlinyphia-pusilla,Microlinyphia pusilla,Microlinyphia pusilla,species,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Microlinyphia,pusilla,"Microlinyphia pusilla (Sundevall, 1830)",EXACT,99
micromus-variegatus,Micromus variegatus,Micromus variegatus,species,Animalia,Arthropoda,Insecta,Neuroptera,Hemerobiidae,Micromus,variegatus,"Micromus variegatus (Fabricius, 1793)",EXACT,99
mirabilis-jalapa,Mirabilis jalapa,Mirabilis jalapa,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Mirabilis,jalapa,Mirabilis jalapa L.,EXACT,99
monopis-crocicapitella,Monopis crocicapitella,Monopis crocicapitella,species,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Monopis,crocicapitella,"Monopis crocicapitella (Clemens, 1859)",EXACT,99
morus-nigra,Morus nigra,Morus nigra,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Morus,nigra,Morus nigra L.,EXACT,98
mutarda-nigra,Mutarda nigra,Mutarda nigra,species,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,nigra,Mutarda nigra (L.) Bernh.,EXACT,98
myosotis-laxa,Myosotis laxa,Myosotis laxa,species,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Myosotis,laxa,Myosotis laxa (Sam.) Hyl. ex Nordh.,EXACT,97
myrmus-miriformis,Myrmus miriformis,Myrmus miriformis,species,Animalia,Arthropoda,Insecta,Hemiptera,Rhopalidae,Myrmus,miriformis,"Myrmus miriformis (Fallén, 1807)",EXACT,99
mystacides-nigra,Mystacides nigra,Mystacides nigra,species,Animalia,Arthropoda,Insecta,Trichoptera,Leptoceridae,Mystacides,nigra,"Mystacides nigra (Linnaeus, 1758)",EXACT,99
mythimna-albipuncta,Mythimna albipuncta,Mythimna albipuncta,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,albipuncta,"Mythimna albipuncta Gaede, 1916",EXACT,98
nacerdes-melanura,Nacerdes melanura,Nacerdes melanura,species,Animalia,Arthropoda,Insecta,Coleoptera,Oedemeridae,Nacerdes,melanura,"Nacerdes melanura (Linnaeus, 1758)",EXACT,99
nemotelus-pantherinus,Nemotelus pantherinus,Nemotelus pantherinus,species,Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Nemotelus,pantherina,"Nemotelus pantherina (Linnaeus, 1758)",FUZZY,96
neoascia-spec,Neoascia spec.,Neoascia spec.,genus,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Neoascia,,"Neoascia Williston, 1886",HIGHERRANK,94
nephrotoma-cornicina,Nephrotoma cornicina,Nephrotoma cornicina,species,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,cornicina,"Nephrotoma cornicina (Linnaeus, 1758)",EXACT,99
neurotoma-saltuum,Neurotoma saltuum,Neurotoma saltuum,species,Animalia,Arthropoda,Insecta,Hymenoptera,Pamphiliidae,Neurotoma,saltuum,"Neurotoma saltuum (Linnaeus, 1758)",EXACT,99
nigella-damascena,Nigella damascena,Nigella damascena,species,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Nigella,damascena,Nigella damascena L.,EXACT,99
nomada-flavoguttata,Nomada flavoguttata,Nomada flavoguttata,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Nomada,flavoguttata,"Nomada flavoguttata (Kirby, 1802)",EXACT,99
ochlodes-sylvanus,Ochlodes sylvanus,Ochlodes sylvanus,species,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Ochlodes,venata,"Ochlodes sylvanus (Esper, 1777)",EXACT,98
oegoconia-deauratella,Oegoconia deauratella,Oegoconia deauratella,species,Animalia,Arthropoda,Insecta,Lepidoptera,Autostichidae,Oegoconia,quadripuncta,"Oegoconia deauratella (Herrich-Schäffer, 1854)",EXACT,98
oenothera,Oenothera,Oenothera,genus,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,,Oenothera L.,EXACT,94
oenothera-glazioviana,Oenothera glazioviana,Oenothera glazioviana,species,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,glazioviana,Oenothera glazioviana Micheli,EXACT,98
oenothera-lindheimeri,Oenothera lindheimeri,Oenothera lindheimeri,species,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,lindheimeri,Oenothera lindheimeri (Engelm. & A.Gray) W.L.Wagner & Hoch,EXACT,99
ononis-spinosa,Ononis spinosa,Ononis spinosa,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Ononis,spinosa,Ononis spinosa L.,EXACT,98
orgyia-antiqua,Orgyia antiqua,Orgyia antiqua,species,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Orgyia,antiqua,"Orgyia antiqua (Linnaeus, 1758)",EXACT,99
oxidus-gracilis,Oxidus gracilis,Oxidus gracilis,species,Animalia,Arthropoda,Diplopoda,Polydesmida,Paradoxosomatidae,Oxidus,gracilis,"Oxidus gracilis (C.L.Koch, 1847)",EXACT,99
oxybelus-bipunctatus,Oxybelus bipunctatus,Oxybelus bipunctatus,species,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Oxybelus,bipunctatus,"Oxybelus bipunctatus Olivier, 1812",EXACT,99
palloptera-ustulata,Palloptera ustulata,Palloptera ustulata,species,Animalia,Arthropoda,Insecta,Diptera,Pallopteridae,Palloptera,ustulata,"Palloptera ustulata Fallén, 1820",EXACT,98
panaeolina-foenisecii,Panaeolina foenisecii,Panaeolina foenisecii,species,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Panaeolina,foenisecii,Panaeolina foenisecii (Pers.) Maire,EXACT,99
panorpa-communis,Panorpa communis,Panorpa communis,species,Animalia,Arthropoda,Insecta,Mecoptera,Panorpidae,Panorpa,communis,"Panorpa communis Linnaeus, 1758",EXACT,99
papaver,Papaver,Papaver,genus,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Papaver,,Papaver L.,HIGHERRANK,92
paranthrene-tabaniformis,Paranthrene tabaniformis,Paranthrene tabaniformis,species,Animalia,Arthropoda,Insecta,Lepidoptera,Sesiidae,Paranthrene,tabaniformis,"Paranthrene tabaniformis (Rottemburg & von, 1775)",EXACT,99
parasola-plicatilis-sl-incl-galericuliformis-hercules-kuehneri-leiocephala-megasperma-schroeteri,"Parasola plicatilis sl, incl. galericuliformis, hercules, kuehneri, leiocephala, megasperma, schroeteri","Parasola plicatilis sl, incl. galericuliformis, hercules, kuehneri, leiocephala, megasperma, schroeteri",genus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,,"Parasola Redhead, Vilgalys & Hopple",HIGHERRANK,94
parasteatoda-tepidariorum,Parasteatoda tepidariorum,Parasteatoda tepidariorum,species,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Parasteatoda,tepidariorum,"Parasteatoda tepidariorum (C.L.Koch, 1841)",EXACT,99
parietaria-officinalis,Parietaria officinalis,Parietaria officinalis,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Parietaria,officinalis,Parietaria officinalis L.,EXACT,99
passiflora-caerulea,Passiflora caerulea,Passiflora caerulea,species,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,caerulea,Passiflora caerulea L.,EXACT,97
pemphredon-spec,Pemphredon spec.,Pemphredon spec.,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Pemphredon,,"Pemphredon Latreille, 1796",HIGHERRANK,94
periplaneta-australasiae,Periplaneta australasiae,Periplaneta australasiae,species,Animalia,Arthropoda,Insecta,Blattodea,Blattidae,Periplaneta,australasiae,"Periplaneta australasiae (Fabricius, 1775)",EXACT,99
